JANUS CAPITAL MANAGEMENT LLC
20160930
nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt - sshPrnamt	shrsOrPrnAmt - sshPrnamtType	investmentDiscretion	otherManager	votingAuthority - Sole	votingAuthority - Shared	votingAuthority - None
ONEOK INC	COM	682680103	19051	370722	SH	DFND	1	330822	0	39900
ONEOK INC	COM	682680103	12	242	SH	SOLE	 	242	0	0
OPHTHOTECH CORP	COM	683745103	23004	498681	SH	SOLE	 	450450	0	48231
OPKO HEALTH INC	COM	68375N103	169	16000	SH	DFND	1	800	0	15200
ORACLE CORP	COM	68389X105	32084	816794	SH	DFND	1	475480	0	341314
ORBITAL ATK INC	COM	68557N103	8454	110900	SH	DFND	1	53500	0	57400
OREILLY AUTOMOTIVE INC	COM	67103H107	217046	774861	SH	DFND	1	595438	0	179423
OREILLY AUTOMOTIVE INC	COM	67103H107	10	36	SH	SOLE	 	36	0	0
OSHKOSH CORP	COM	688239201	913	16300	SH	DFND	1	6000	0	10300
OSI SYSTEMS INC	COM	671044105	104780	1602624	SH	SOLE	 	1494595	0	108029
OUTFRONT MEDIA INC	COM	69007J106	144	6100	SH	DFND	1	100	0	6000
OUTFRONT MEDIA INC	COM	69007J106	106867	4518690	SH	SOLE	 	4518690	0	0
OVASCIENCE INC	COM	69014Q101	27704	3869223	SH	SOLE	 	3541025	0	328198
OWENS CORNING	COM	690742101	8457	158400	SH	DFND	1	55000	0	103400
OWENS-ILLINOIS INC	COM	690768403	231	12579	SH	DFND	1	2879	0	9700
OWENS-ILLINOIS INC	COM	690768403	5	264	SH	SOLE	 	264	0	0
P G  E CORP	COM	69331C108	117851	1926622	SH	DFND	1	1502311	0	424311
P G  E CORP	COM	69331C108	17	282	SH	SOLE	 	82	0	200
PACCAR INC	COM	693718108	2476	42117	SH	DFND	1	19717	0	22400
PACCAR INC	COM	693718108	0	6	SH	SOLE	 	6	0	0
PACE HOLDINGS CORP	COM	G6865N129	38906	3740929	SH	SOLE	 	3577288	0	163641
PACKAGING CORP OF AMERICA	COM	695156109	7801	96000	SH	DFND	1	60800	0	35200
PACKAGING CORP OF AMERICA	COM	695156109	210	2581	SH	SOLE	 	2581	0	0
PACWEST BANCORP	COM	695263103	236	5500	SH	DFND	1	100	0	5400
PACWEST BANCORP	COM	695263103	112898	2631042	SH	SOLE	 	2469554	0	161488
PALO ALTO NETWORKS INC	COM	697435105	8221	51600	SH	DFND	1	30300	0	21300
PALO ALTO NETWORKS INC	COM	697435105	32	200	SH	SOLE	 	0	0	200
PANDORA MEDIA INC	COM	698354107	755	52700	SH	DFND	1	41600	0	11100
PANERA BREAD COMPANY-CLASS A	COM	69840W108	9132	46900	SH	DFND	1	33100	0	13800
PANERA BREAD COMPANY-CLASS A	COM	69840W108	76	390	SH	SOLE	 	390	0	0
PARKER HANNIFIN CORP	COM	701094104	21487	171170	SH	DFND	1	139270	0	31900
PARKER HANNIFIN CORP	COM	701094104	3	27	SH	SOLE	 	27	0	0
PARSLEY ENERGY INC-CLASS A	COM	701877102	8073	240900	SH	DFND	1	92300	0	148600
PARTY CITY HOLDCO INC	COM	702149105	8670	506453	SH	SOLE	 	468543	0	37910
PATHEON NV	COM	N6865W105	8770	295984	SH	SOLE	 	274274	0	21710
PATTERSON COS INC	COM	703395103	9125	198633	SH	DFND	1	106733	0	91900
PATTERSON COS INC	COM	703395103	22	480	SH	SOLE	 	480	0	0
PATTERSON-UTI ENERGY INC	COM	703481101	4673	208900	SH	DFND	1	70200	0	138700
PAYCHEX INC	COM	704326107	165814	2865278	SH	DFND	1	2090978	0	774300
PAYLOCITY HOLDING CORP	COM	70438V106	30217	679653	SH	SOLE	 	628900	0	50753
PAYPAL HOLDINGS INC	COM	70450Y103	54645	1316707	SH	DFND	1	1056607	0	260100
PAYPAL HOLDINGS INC	COM	70450Y103	24337	610822	SH	SOLE	 	547802	0	46224
PBF ENERGY INC-CLASS A	COM	69318G106	792	35000	SH	DFND	1	6500	0	28500
PEBBLEBROOK HOTEL TRUST	COM	70509V100	3430	128966	SH	SOLE	 	128966	0	0
PENTAIR PLC	COM	G7S00T104	31122	484472	SH	DFND	1	389672	0	94800
PENTAIR PLC	COM	G7S00T104	4	62	SH	SOLE	 	62	0	0
PEOPLES UNITED FINANCIAL	COM	712704105	43012	2718819	SH	DFND	1	2205219	0	513600
PEOPLES UNITED FINANCIAL	COM	712704105	18	1136	SH	SOLE	 	1136	0	0
PEPSICO INC	COM	713448108	221518	2036574	SH	DFND	1	1320134	0	716440
PEPSICO INC	COM	713448108	1	6	SH	SOLE	 	6	0	0
PERKINELMER INC	COM	714046109	33986	605700	SH	DFND	1	460400	0	145300
PERKINELMER INC	COM	714046109	333398	5941861	SH	SOLE	 	5587515	0	354346
PERRIGO CO PLC	COM	G97822103	13727	148668	SH	DFND	1	90229	0	58439
PERRIGO CO PLC	COM	G97822103	26	279	SH	SOLE	 	79	0	200
PETROLEO BRASILEIRO-SPON ADR	ADR	71654V408	46248	4956911	SH	SOLE	 	4956911	0	0
PFIZER INC	COM	717081103	82189	2426589	SH	DFND	1	1557264	0	869325
PFIZER INC	COM	717081103	440431	13003536	SH	SOLE	 	12255911	0	747625
PHIBRO ANIMAL HEALTH CORP-A	COM	71742Q106	359	13200	SH	DFND	1	13200	0	0
PHIBRO ANIMAL HEALTH CORP-A	COM	71742Q106	8437	310406	SH	SOLE	 	192392	0	118014
PHILIP MORRIS INTERNATIONAL	COM	718172109	152475	1568355	SH	DFND	1	1236494	0	331861
PHILIP MORRIS INTERNATIONAL	COM	718172109	9	93	SH	SOLE	 	93	0	0
PHILLIPS 66	COM	718546104	174795	2170020	SH	DFND	1	1740014	0	430006
PHILLIPS 66	COM	718546104	27924	346672	SH	SOLE	 	266357	0	80315
PHYSICIANS REALTY TRUST	COM	71943U104	21500	998136	SH	SOLE	 	936334	0	61802
PIEDMONT NATURAL GAS CO	COM	720186105	2017	33600	SH	DFND	1	24400	0	9200
PIEDMONT NATURAL GAS CO	COM	720186105	901	15000	SH	SOLE	 	15000	0	0
PIEDMONT OFFICE REALTY TRU-A	COM	720190206	4959	227800	SH	DFND	1	86200	0	141600
PIMCO DYNAMIC CREDIT AND MOR	COM	72202D106	814	39933	SH	SOLE	 	39933	0	0
PINNACLE FOODS INC	COM	72348P104	587	11700	SH	DFND	1	2600	0	9100
PINNACLE WEST CAPITAL	COM	723484101	86677	1140635	SH	DFND	1	839035	0	301600
PINNACLE WEST CAPITAL	COM	723484101	16	214	SH	SOLE	 	14	0	200
PIONEER NATURAL RESOURCES CO	COM	723787107	59234	319063	SH	DFND	1	255663	0	63400
PIONEER NATURAL RESOURCES CO	COM	723787107	10	56	SH	SOLE	 	56	0	0
PITNEY BOWES INC	COM	724479100	12047	663400	SH	DFND	1	534500	0	128900
PLAINS ALL AMER PIPELINE LP	COM	726503105	7129	226976	SH	SOLE	 	226976	0	0
PLAINS GP HOLDINGS LP-CL A	COM	72651A108	331	25600	SH	DFND	1	25600	0	0
PLATFORM SPECIALTY PRODUCTS	COM	72766Q105	54	6600	SH	DFND	1	100	0	6500
PLATFORM SPECIALTY PRODUCTS	COM	72766Q105	40521	4996430	SH	SOLE	 	4923626	0	72804
PNC FINANCIAL SERVICES GROUP	COM	693475105	9450	104900	SH	DFND	1	64200	0	40700
POLARIS INDUSTRIES INC	COM	731068102	379	4900	SH	DFND	1	3100	0	1800
POLARIS INDUSTRIES INC	COM	731068102	133815	1727966	SH	SOLE	 	1598466	0	129500
POOL CORP	COM	73278L105	11399	120600	SH	DFND	1	54200	0	66400
POOL CORP	COM	73278L105	69	728	SH	SOLE	 	728	0	0
POPEYES LOUISIANA KITCHEN IN	COM	732872106	109765	2065580	SH	SOLE	 	2008629	0	56951
POPULAR INC	COM	733174700	1009	26400	SH	DFND	1	20700	0	5700
POST HOLDINGS INC	COM	737446104	2284	29600	SH	DFND	1	12600	0	17000
POST PROPERTIES INC	COM	737464107	2308	34900	SH	DFND	1	24900	0	10000
POST PROPERTIES INC	COM	737464107	26	388	SH	SOLE	 	388	0	0
POTASH CORP OF SASKATCHEWAN	COM	73755L107	183	11200	SH	DFND	1	11200	0	0
POTASH CORP OF SASKATCHEWAN	COM	73755L107	40892	2505631	SH	SOLE	 	2345954	0	159677
POWERSHARES QQQ TRUST SERIES	ETD	73935A104	4216	35509	SH	DFND	1	35509	0	0
POWERSHARES QQQ TRUST SERIES	ETD	73935A104	90	754	SH	SOLE	 	754	0	0
POWERSHARES VARIABLE RATE PR	ETD	73937B597	1145	44900	SH	SOLE	 	44900	0	0
PPG INDUSTRIES INC	COM	693506107	34072	329648	SH	DFND	1	259048	0	70600
PPG INDUSTRIES INC	COM	693506107	128136	1239692	SH	SOLE	 	1163208	0	76484
PPL CORP	COM	69351T106	170919	4944136	SH	DFND	1	3728116	0	1216020
PPL CORP	COM	69351T106	15	445	SH	SOLE	 	45	0	400
PRAXAIR INC	COM	74005P104	6096	50450	SH	DFND	1	32050	0	18400
PRAXAIR INC	COM	74005P104	5	45	SH	SOLE	 	45	0	0
PREMIER INC-CLASS A	COM	74051N102	58	1800	SH	DFND	1	0	0	1800
PREMIER INC-CLASS A	COM	74051N102	39672	1226715	SH	SOLE	 	1166837	0	59878
PRESTIGE BRANDS HOLDINGS INC	COM	74112D101	31603	654711	SH	SOLE	 	610296	0	44415
PRICELINE GROUP INC/THE	COM	741503403	24484	16639	SH	DFND	1	12239	0	4400
PRICELINE GROUP INC/THE	COM	741503403	921928	626524	SH	SOLE	 	592626	0	32713
PRINCIPAL FINANCIAL GROUP	COM	74251V102	2509	48700	SH	DFND	1	27500	0	21200
PROASSURANCE CORP	COM	74267C106	4351	82900	SH	DFND	1	63200	0	19700
PROCTER  GAMBLE CO/THE	COM	742718109	200452	2233449	SH	DFND	1	1613165	0	620284
PROCTER  GAMBLE CO/THE	COM	742718109	149	1659	SH	SOLE	 	59	0	1600
PROGRESSIVE CORP	COM	743315103	162980	5173957	SH	DFND	1	4018957	0	1155000
PROGRESSIVE CORP	COM	743315103	46197	1466560	SH	SOLE	 	1381486	0	85074
PROLOGIS INC	COM	74340W103	104611	1953885	SH	DFND	1	1535785	0	418100
PROLOGIS INC	COM	74340W103	3162	59065	SH	SOLE	 	59065	0	0
PROQR THERAPEUTICS NV	COM	N71542109	2682	402096	SH	SOLE	 	364310	0	37786
PROS HOLDINGS INC	COM	74346Y103	18520	819107	SH	SOLE	 	451003	0	368104
PROTO LABS INC	COM	743713109	69333	1157278	SH	SOLE	 	1081979	0	75299
PRUDENTIAL FINANCIAL INC	COM	744320102	10704	131093	SH	DFND	1	87793	0	43300
PTC INC	COM	69370C100	297	6700	SH	DFND	1	900	0	5800
PTC THERAPEUTICS INC	CAL	69366JAB7	19875	37500000	SH	SOLE	 	37500000	0	0
PUBLIC SERVICE ENTERPRISE GP	COM	744573106	36561	873200	SH	DFND	1	616443	0	256757
PUBLIC SERVICE ENTERPRISE GP	COM	744573106	4	95	SH	SOLE	 	95	0	0
PUBLIC STORAGE	COM	74460D109	303576	1360474	SH	DFND	1	1004974	0	355500
PULTEGROUP INC	COM	745867101	2415	120500	SH	DFND	1	76500	0	44000
PUMA BIOTECHNOLOGY INC	COM	74587V107	153395	2287774	SH	SOLE	 	2107382	0	180392
PURE CYCLE CORP	COM	746228303	4438	773125	SH	SOLE	 	773125	0	0
PVH CORP	COM	693656100	5304	48000	SH	DFND	1	44600	0	3400
QEP RESOURCES INC	COM	74733V100	3742	191600	SH	DFND	1	54100	0	137500
QIAGEN N.V.	COM	N72482107	318	11600	SH	DFND	1	200	0	11400
QORVO INC	COM	74736K101	2557	45882	SH	DFND	1	30082	0	15800
QORVO INC	COM	74736K101	6	110	SH	SOLE	 	110	0	0
QTS REALTY TRUST INC-CL A	COM	74736A103	1975	37371	SH	SOLE	 	37371	0	0
QUALCOMM INC	COM	747525103	51400	750369	SH	DFND	1	402469	0	347900
QUALCOMM INC	COM	747525103	42542	621058	SH	SOLE	 	432949	0	188109
QUANTA SERVICES INC	COM	74762E102	31641	1130453	SH	DFND	1	846253	0	284200
QUANTA SERVICES INC	COM	74762E102	31878	1138891	SH	SOLE	 	1122816	0	16075
QUEST DIAGNOSTICS INC	COM	74834L100	45385	536276	SH	DFND	1	420476	0	115800
QUEST DIAGNOSTICS INC	COM	74834L100	6	68	SH	SOLE	 	68	0	0
QUIDEL CORP	COM	74838J101	50333	2278524	SH	SOLE	 	2119350	0	159174
QUINTILES IMS HOLDINGS INC	COM	74876Y101	18919	233400	SH	DFND	1	155100	0	78300
QUINTILES IMS HOLDINGS INC	COM	74876Y101	270834	3343100	SH	SOLE	 	3190449	0	135698
RACKSPACE HOSTING INC	COM	750086100	200	6300	SH	DFND	1	100	0	6200
RACKSPACE HOSTING INC	COM	750086100	93	2949	SH	SOLE	 	2949	0	0
RALPH LAUREN CORP	COM	751212101	587	5800	SH	DFND	1	3500	0	2300
RAMCO-GERSHENSON PROPERTIES	COM	751452202	3194	170464	SH	SOLE	 	170464	0	0
RANGE RESOURCES CORP	COM	75281A109	37624	970943	SH	DFND	1	711768	0	259175
RANGE RESOURCES CORP	COM	75281A109	33	854	SH	SOLE	 	154	0	700
RAVEN INDUSTRIES INC	COM	754212108	13466	584719	SH	SOLE	 	539556	0	45163
RAYMOND JAMES FINANCIAL INC	COM	754730109	937	16100	SH	DFND	1	9700	0	6400
RAYTHEON COMPANY	COM	755111507	232365	1706936	SH	DFND	1	1340582	0	366354
RAYTHEON COMPANY	COM	755111507	4	27	SH	SOLE	 	27	0	0
REALOGY HOLDINGS CORP	COM	75605Y106	308	11900	SH	DFND	1	4700	0	7200
REALPAGE INC	COM	75606N109	85304	3319214	SH	SOLE	 	3103686	0	215528
REALTY INCOME CORP	COM	756109104	171669	2564900	SH	DFND	1	1823000	0	741900
REALTY INCOME CORP	COM	756109104	27	400	SH	SOLE	 	0	0	400
REAVES UTILITY INCOME FUND	COM	756158101	3053	99903	SH	SOLE	 	99903	0	0
RED HAT INC	COM	756577102	26296	325321	SH	DFND	1	237421	0	87900
RED HAT INC	COM	756577102	42	514	SH	SOLE	 	514	0	0
REGAL BELOIT CORP	COM	758750103	1208	20300	SH	DFND	1	6800	0	13500
REGENCY CENTERS CORP	COM	758849103	41164	531216	SH	DFND	1	348400	0	182816
REGENERON PHARMACEUTICALS	COM	75886F107	3759	9351	SH	DFND	1	4151	0	5200
REGENERON PHARMACEUTICALS	COM	75886F107	323725	805507	SH	SOLE	 	722830	0	80812
REGENXBIO INC	COM	75901B107	2984	213005	SH	SOLE	 	213005	0	0
REGIONS FINANCIAL CORP	COM	7591EP100	2572	260614	SH	DFND	1	163214	0	97400
REGIONS FINANCIAL CORP	COM	7591EP100	5	512	SH	SOLE	 	512	0	0
REINSURANCE GROUP OF AMERICA	COM	759351604	6984	64700	SH	DFND	1	28900	0	35800
RELIANCE STEEL  ALUMINUM	COM	759509102	8039	111600	SH	DFND	1	41800	0	69800
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	44748	372400	SH	DFND	1	200500	0	171900
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	24	200	SH	SOLE	 	0	0	200
REPUBLIC SERVICES INC	COM	760759100	173082	3430760	SH	DFND	1	2477991	0	952769
REPUBLIC SERVICES INC	COM	760759100	21	417	SH	SOLE	 	117	0	300
RESMED INC	COM	761152107	23624	364628	SH	DFND	1	193700	0	170928
RETAIL PROPERTIES OF AME - A	COM	76131V202	780	46400	SH	DFND	1	1900	0	44500
RETAIL PROPERTIES OF AME - A	COM	76131V202	34	2045	SH	SOLE	 	2045	0	0
REXNORD CORP	COM	76169B102	277065	12940907	SH	SOLE	 	12073416	0	867491
REYNOLDS AMERICAN INC	COM	761713106	406055	8611983	SH	DFND	1	7009073	0	1602910
REYNOLDS AMERICAN INC	COM	761713106	18315	388438	SH	SOLE	 	387238	0	1200
RICE ENERGY INC	COM	762760106	3501	134100	SH	DFND	1	105300	0	28800
RITCHIE BROS AUCTIONEERS	COM	767744105	210582	6004632	SH	SOLE	 	5644087	0	360545
RITE AID CORP	COM	767754104	2152	279900	SH	DFND	1	226200	0	53700
RITE AID CORP	COM	767754104	3138	408097	SH	SOLE	 	408097	0	0
RLI CORP	COM	749607107	30959	452884	SH	SOLE	 	420203	0	32681
ROBERT HALF INTL INC	COM	770323103	719	19000	SH	DFND	1	11300	0	7700
ROCKWELL AUTOMATION INC	COM	773903109	35606	291041	SH	DFND	1	230541	0	60500
ROCKWELL AUTOMATION INC	COM	773903109	2	15	SH	SOLE	 	15	0	0
ROCKWELL COLLINS INC	COM	774341101	38526	456798	SH	DFND	1	317698	0	139100
ROCKWELL COLLINS INC	COM	774341101	3	38	SH	SOLE	 	38	0	0
ROLLINS INC	COM	775711104	5806	198300	SH	DFND	1	103800	0	94500
ROLLINS INC	COM	775711104	48819	1667318	SH	SOLE	 	1543785	0	123533
ROPER TECHNOLOGIES INC	COM	776696106	140395	769416	SH	DFND	1	575416	0	194000
ROPER TECHNOLOGIES INC	COM	776696106	173683	951842	SH	SOLE	 	902067	0	49775
ROSS STORES INC	COM	778296103	39247	610372	SH	DFND	1	442072	0	168300
ROSS STORES INC	COM	778296103	7	106	SH	SOLE	 	106	0	0
ROYAL CARIBBEAN CRUISES LTD	COM	V7780T103	8614	114925	SH	DFND	1	67452	0	47473
ROYAL CARIBBEAN CRUISES LTD	COM	V7780T103	4	59	SH	SOLE	 	59	0	0
ROYAL DUTCH SHELL-SPON ADR-A	ADR	780259206	350	7000	SH	DFND	1	7000	0	0
ROYAL DUTCH SHELL-SPON ADR-A	ADR	780259206	1124	22440	SH	SOLE	 	22440	0	0
ROYAL GOLD INC	COM	780287108	4963	64100	SH	DFND	1	39700	0	24400
RPM INTERNATIONAL INC	COM	749685103	20081	373800	SH	DFND	1	178000	0	195800
RR DONNELLEY  SONS CO	COM	257867101	2833	180200	SH	DFND	1	88800	0	91400
RYANAIR HOLDINGS PLC-SP ADR	ADR	783513203	102784	1369900	SH	SOLE	 	1296894	0	73006
RYDER SYSTEM INC	COM	783549108	363	5500	SH	DFND	1	2000	0	3500
SP GLOBAL INC	COM	78409V104	81727	645754	SH	DFND	1	484051	0	161703
SP GLOBAL INC	COM	78409V104	226065	1786620	SH	SOLE	 	1658201	0	117633
SABRE CORP	COM	78573M104	9406	333800	SH	DFND	1	175400	0	158400
SALESFORCE.COM INC	COM	79466L302	5125	71846	SH	DFND	1	31046	0	40800
SALESFORCE.COM INC	COM	79466L302	502563	7044718	SH	SOLE	 	6231647	0	796837
SALLY BEAUTY HOLDINGS INC	COM	79546E104	1215	47300	SH	DFND	1	38400	0	8900
SALLY BEAUTY HOLDINGS INC	COM	79546E104	182288	7098461	SH	SOLE	 	6601432	0	497029
SANOFI	ADR	80105N105	18269	478381	SH	SOLE	 	478381	0	0
SBA COMMUNICATIONS CORP-CL A	COM	78388J106	3040	27100	SH	DFND	1	18400	0	8700
SBA COMMUNICATIONS CORP-CL A	COM	78388J106	12183	108626	SH	SOLE	 	53146	0	55480
SCANA CORP	COM	80589M102	131144	1812126	SH	DFND	1	1345526	0	466600
SCANA CORP	COM	80589M102	25	348	SH	SOLE	 	48	0	300
SCHLUMBERGER LTD	COM	806857108	37606	478201	SH	DFND	1	303863	0	174338
SCHLUMBERGER LTD	COM	806857108	19327	245764	SH	SOLE	 	245764	0	0
SCHWAB (CHARLES) CORP	COM	808513105	25748	815600	SH	DFND	1	664800	0	150800
SCHWAB (CHARLES) CORP	COM	808513105	53378	1690605	SH	SOLE	 	1515863	0	129304
SCOTTS MIRACLE-GRO CO-CL A	COM	810186106	4297	51600	SH	DFND	1	26600	0	25000
SCRIPPS NETWORKS INTER-CL A	COM	811065101	39275	618600	SH	DFND	1	468700	0	149900
SCRIPPS NETWORKS INTER-CL A	COM	811065101	105	1647	SH	SOLE	 	1647	0	0
SEAGATE TECHNOLOGY	COM	G7945M107	768	19934	SH	DFND	1	15334	0	4600
SEAGATE TECHNOLOGY	COM	G7945M107	4	91	SH	SOLE	 	91	0	0
SEALED AIR CORP	COM	81211K100	5394	117724	SH	DFND	1	64424	0	53300
SEALED AIR CORP	COM	81211K100	334545	7301368	SH	SOLE	 	6820587	0	455776
SEATTLE GENETICS INC	COM	812578102	3775	69900	SH	DFND	1	24300	0	45600
SEI INVESTMENTS COMPANY	COM	784117103	20693	453700	SH	DFND	1	253600	0	200100
SEMPRA ENERGY	COM	816851109	83003	774356	SH	DFND	1	622952	0	151404
SEMPRA ENERGY	COM	816851109	5251	48988	SH	SOLE	 	17126	0	31862
SENIOR HOUSING PROP TRUST	COM	81721M109	8664	381500	SH	DFND	1	180300	0	201200
SENIOR HOUSING PROP TRUST	COM	81721M109	123	5437	SH	SOLE	 	5437	0	0
SENSATA TECHNOLOGIES HOLDING	COM	N7902X106	171	4400	SH	DFND	1	4400	0	0
SENSATA TECHNOLOGIES HOLDING	COM	N7902X106	473688	12214736	SH	SOLE	 	11536348	0	678388
SENSIENT TECHNOLOGIES CORP	COM	81725T100	229662	3029848	SH	SOLE	 	2808500	0	221348
SERVICE CORP INTERNATIONAL	COM	817565104	10372	390800	SH	DFND	1	204800	0	186000
SERVICEMASTER GLOBAL HOLDING	COM	81761R109	16955	503400	SH	DFND	1	257900	0	245500
SERVICEMASTER GLOBAL HOLDING	COM	81761R109	364841	10832578	SH	SOLE	 	10201322	0	631256
SERVICENOW INC	COM	81762P102	3752	47400	SH	DFND	1	22200	0	25200
SERVICENOW INC	COM	81762P102	16296	205887	SH	SOLE	 	123127	0	82760
SHERWIN-WILLIAMS CO/THE	COM	824348106	65405	236409	SH	DFND	1	179109	0	57300
SHERWIN-WILLIAMS CO/THE	COM	824348106	6	23	SH	SOLE	 	23	0	0
SHIRE PLC-ADR	ADR	82481R106	177521	915714	SH	SOLE	 	831132	0	84582
SHUTTERSTOCK INC	COM	825690100	21763	341642	SH	SOLE	 	218931	0	122711
SIGNATURE BANK	COM	82669G104	6610	55800	SH	DFND	1	28500	0	27300
SIGNATURE BANK	COM	82669G104	63	530	SH	SOLE	 	530	0	0
SIGNET JEWELERS LTD	COM	G81276100	5575	74800	SH	DFND	1	69000	0	5800
SILGAN HOLDINGS INC	COM	827048109	248	4900	SH	DFND	1	2700	0	2200
SIMON PROPERTY GROUP INC	COM	828806109	96894	468064	SH	DFND	1	340000	0	128064
SIMON PROPERTY GROUP INC	COM	828806109	94428	456146	SH	SOLE	 	422765	0	33381
SIRIUS XM HOLDINGS INC	COM	82968B103	47118	11299400	SH	DFND	1	7590000	0	3709400
SIX FLAGS ENTERTAINMENT CORP	COM	83001A102	16523	308200	SH	DFND	1	162500	0	145700
SIX FLAGS ENTERTAINMENT CORP	COM	83001A102	182310	3400676	SH	SOLE	 	3347083	0	53593
SKECHERS USA INC-CL A	COM	830566105	3511	153300	SH	DFND	1	69600	0	83700
SKYWORKS SOLUTIONS INC	COM	83088M102	2353	30898	SH	DFND	1	18798	0	12100
SKYWORKS SOLUTIONS INC	COM	83088M102	21	272	SH	SOLE	 	272	0	0
SL GREEN REALTY CORP	COM	78440X101	1628	15063	SH	DFND	1	9463	0	5600
SL GREEN REALTY CORP	COM	78440X101	2020	18691	SH	SOLE	 	18691	0	0
SLM CORP	COM	78442P106	145	19400	SH	DFND	1	500	0	18900
SMITH (A.O.) CORP	COM	831865209	36710	371600	SH	DFND	1	235800	0	135800
SMITH (A.O.) CORP	COM	831865209	246802	2498250	SH	SOLE	 	2311132	0	187118
SNAP-ON INC	COM	833034101	94534	622097	SH	DFND	1	460497	0	161600
SNAP-ON INC	COM	833034101	6	38	SH	SOLE	 	38	0	0
SOLAREDGE TECHNOLOGIES INC	COM	83417M104	16806	975414	SH	SOLE	 	903738	0	71676
SONOCO PRODUCTS CO	COM	835495102	6926	131100	SH	DFND	1	45300	0	85800
SOUTHERN CO/THE	COM	842587107	246367	4802469	SH	DFND	1	3085269	0	1717200
SOUTHERN CO/THE	COM	842587107	121	2356	SH	SOLE	 	56	0	2300
SOUTHERN COPPER CORP	COM	84265V105	736	28000	SH	DFND	1	15600	0	12400
SOUTHWEST AIRLINES CO	COM	844741108	181698	4672095	SH	DFND	1	3507095	0	1165000
SOUTHWEST AIRLINES CO	COM	844741108	48001	1234283	SH	SOLE	 	1234283	0	0
SOUTHWESTERN ENERGY CO	COM	845467109	15699	1134298	SH	DFND	1	995998	0	138300
SOUTHWESTERN ENERGY CO	COM	845467109	30	2193	SH	SOLE	 	193	0	2000
SP PLUS CORP	COM	78469C103	16897	660823	SH	SOLE	 	627851	0	32972
SPARK THERAPEUTICS INC	COM	84652J103	23725	395024	SH	SOLE	 	353101	0	41923
SPARTON CORP	COM	847235108	14215	541324	SH	SOLE	 	502428	0	38896
SPDR EURO STOXX 50 ETF	ETD	78463X202	1910	58317	SH	DFND	1	58317	0	0
SPDR SP 500 ETF TRUST	ETD	78462F103	10570	48868	SH	DFND	1	48868	0	0
SPDR SP 500 ETF TRUST	ETD	78462F103	16583	76667	SH	SOLE	 	76667	0	0
SPDR SP AEROSPACE  DEF ETF	ETD	78464A631	378	6480	SH	DFND	1	6480	0	0
SPDR SP AEROSPACE  DEF ETF	ETD	78464A631	279	4788	SH	SOLE	 	4788	0	0
SPECTRA ENERGY CORP	COM	847560109	21430	501287	SH	DFND	1	411087	0	90200
SPECTRA ENERGY CORP	COM	847560109	1	34	SH	SOLE	 	34	0	0
SPECTRUM BRANDS HOLDINGS INC	COM	84763R101	8234	59800	SH	DFND	1	30400	0	29400
SPIRIT AEROSYSTEMS HOLD-CL A	COM	848574109	784	17600	SH	DFND	1	3900	0	13700
SPIRIT AEROSYSTEMS HOLD-CL A	COM	848574109	126	2818	SH	SOLE	 	2818	0	0
SPIRIT AIRLINES INC	COM	848577102	880	20700	SH	DFND	1	8400	0	12300
SPIRIT AIRLINES INC	COM	848577102	65	1529	SH	SOLE	 	1529	0	0
SPIRIT REALTY CAPITAL INC	COM	84860W102	3173	238000	SH	DFND	1	51700	0	186300
SPLUNK INC	COM	848637104	28871	492000	SH	DFND	1	357500	0	134500
SPRINT CORP	COM	85207U105	1857	280092	SH	DFND	1	185392	0	94700
SPROUTS FARMERS MARKET INC	COM	85208M102	1906	92300	SH	DFND	1	22100	0	70200
SPROUTS FARMERS MARKET INC	COM	85208M102	133	6439	SH	SOLE	 	6439	0	0
SPS COMMERCE INC	COM	78463M107	67346	917397	SH	SOLE	 	794819	0	122578
SSC TECHNOLOGIES HOLDINGS	COM	78467J100	1450	45100	SH	DFND	1	17500	0	27600
SSC TECHNOLOGIES HOLDINGS	COM	78467J100	643475	20014752	SH	SOLE	 	18620777	0	1393975
ST JOE CO/THE	COM	790148100	219345	11933905	SH	SOLE	 	11808622	0	125283
ST JUDE MEDICAL INC	COM	790849103	2750	34475	SH	DFND	1	17275	0	17200
ST JUDE MEDICAL INC	COM	790849103	121	1518	SH	SOLE	 	1518	0	0
STANLEY BLACK  DECKER INC	COM	854502101	77778	632445	SH	DFND	1	494245	0	138200
STANLEY BLACK  DECKER INC	COM	854502101	2	18	SH	SOLE	 	18	0	0
STAPLES INC	COM	855030102	9643	1127800	SH	DFND	1	1063400	0	64400
STARBUCKS CORP	COM	855244109	304602	5626200	SH	DFND	1	3923400	0	1702800
STARBUCKS CORP	COM	855244109	794710	14679076	SH	SOLE	 	14187397	0	476020
STARWOOD PROPERTY TRUST INC	COM	85571B105	1232	54700	SH	DFND	1	42300	0	12400
STARWOOD PROPERTY TRUST INC	COM	85571B105	6015	267115	SH	SOLE	 	267115	0	0
STATE STREET CORP	COM	857477103	4019	57720	SH	DFND	1	30820	0	26900
STEEL DYNAMICS INC	COM	858119100	11495	460000	SH	DFND	1	190900	0	269100
